CÔNG TY CỔ PHẦN DILIGO,,,,,,,,,,,,,,,,,,,,,,,
ĐT: (+84) 24 3795 5333 / 336,,,,,,,,,,,,,,,,,,,,,,,
"Đ/c: Tầng 2, Toà nhà N03T5, Khu Đoàn ngoại giao, Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
BÁO CÁO NHẬP XUẤT TỒN,,,,,,,,,,,,,,,,,,,,,,,
Từ ngày : 01/09/2025         đến ngày : 30/09/2025,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
STT,Mã kho,Tên kho,Mã hàng,Tên hàng,ĐVT,Tồn đầu kỳ,,,,Nhập trong kỳ,,,,,Xuất trong kỳ,,,,,Tồn cuối kỳ,,,
,,,,,,Số lượng,SL chẵn,SL lẻ,Giá trị,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị nhập,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị bán,Số lượng,SL chẵn,SL lẻ,Giá trị
93.60,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000028,Khăn mặt sợi tre FP3,Cái,12,0,12,"497,460",0,0,0,0,0,0,0,0,0,0,12,0,12,"497,460"
93.61,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000029,Khăn mặt Sợi sồi FP4,Cái,12,0,12,"554,184",0,0,0,0,0,0,0,0,0,0,12,0,12,"554,184"
93.62,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000030,Khăn tắm Sợi sồi BL1,Cái,1,0,1,"122,545",0,0,0,0,0,0,0,0,0,0,1,0,1,"122,545"
93.63,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000032,Khăn tắm Sợi tre BL3,Cái,1,0,1,"134,545",0,0,0,0,0,0,0,0,0,0,1,0,1,"134,545"
93.64,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,80,0,80,"2,036,400",0,0,0,0,0,0,0,0,0,0,80,0,80,"2,036,400"
93.65,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421200003,Khăn ướt Niva 30 tờ,Gói,51,0,51,"329,205",0,0,0,0,0,0,0,0,0,0,51,0,51,"329,205"
93.66,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421200005,Khăn cotton Niva đa năng 100 tờ,Hộp,10,0,10,"181,820",0,0,0,0,0,0,0,0,0,0,10,0,10,"181,820"
93.67,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421200006,Khăn ướt Niva 100 tờ,Gói,112,0,112,"3,360,000",0,0,0,0,0,0,0,0,0,0,112,0,112,"3,360,000"
93.68,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,422000016,Khẩu trang y tế 4 lớp hộp 50 cái,Hộp,100,0,100,"3,761,900",0,0,0,0,0,0,0,0,0,0,100,0,100,"3,761,900"
Tổng cộng:,,,,,,"8,463",12,"8,319","189,233,272",0,0,0,0,0,0,0,0,0,0,"8,463",12,"8,319","189,233,272"
94.1,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,"1,210",0,"1,210","7,842,010",0,0,0,0,0,0,0,0,0,0,"1,210",0,"1,210","7,842,010"
94.2,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,297,0,297,"3,294,027",0,0,0,0,0,0,0,0,0,0,297,0,297,"3,294,027"
94.3,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,96,0,96,"1,777,824",0,0,0,0,0,0,0,0,0,0,96,0,96,"1,777,824"
94.4,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,22,0,22,"325,930",0,0,0,0,0,0,0,0,0,0,22,0,22,"325,930"
94.5,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401000008,Hũ xoay người lớn 200 que giấy AJ2,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.6,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401000025,Túi zipper người lớn 100 que giấy AZP2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.7,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401000026,Túi zipper người lớn 200 que giấy AZP3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.8,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401000031,Túi zipper trẻ em 200 que giấy BZP1,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.9,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401000034,Hũ xoay trẻ em 200 que giấy BHP1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.10,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401000060,Hũ xoay trẻ em 220 que giấy đầu hồ lô WB1,Hũ,24,0,24,"644,448",0,0,0,0,0,0,0,0,0,0,24,0,24,"644,448"
94.11,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401200002,Bông viên YC2,Túi,8,0,8,"57,144",0,0,0,0,0,0,0,0,0,0,8,0,8,"57,144"
94.12,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401300002,Bông trang điểm CP2,Hộp,48,0,48,"1,287,264",0,0,0,0,0,0,0,0,0,0,48,0,48,"1,287,264"
94.13,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401300007,Bông tẩy trang tròn CZ2,Túi,6,0,6,"190,908",0,0,0,0,0,0,0,0,0,0,6,0,6,"190,908"
94.14,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,158,0,158,"5,027,244",0,0,0,0,0,0,0,0,0,0,158,0,158,"5,027,244"
94.15,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.16,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401300015,Bông tẩy trang vuông CV2 120 miếng,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.17,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,401300016,Bông tẩy trang vuông CV3 210 miếng,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.18,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000001,Bàn chải Lipzo Pro for Man,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.19,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000002,Bàn chải Lipzo Crystal Love for Man,Cái,708,0,708,"11,472,432",0,0,0,0,0,0,0,0,0,0,708,0,708,"11,472,432"
94.20,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,319,0,319,"5,169,076",0,0,0,0,0,0,0,0,0,0,319,0,319,"5,169,076"
94.21,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000005,Bàn chải Lipzo Ruby sensi,Cái,150,0,150,"2,861,100",0,0,0,0,0,0,0,0,0,0,150,0,150,"2,861,100"
94.22,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000012,Bàn chải Lipzo Flex khay,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.23,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000013,Bàn chải Lipzo Flex vỉ,Cái,"1,369",0,"1,369","11,698,105",0,0,0,0,0,0,0,0,0,0,"1,369",0,"1,369","11,698,105"
94.24,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,9,0,9,"250,362",0,0,0,0,0,0,0,0,0,0,9,0,9,"250,362"
94.25,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000019,Bàn chải Lipzo Crystal Kids,Cái,240,0,240,"4,044,480",0,0,0,0,0,0,0,0,0,0,240,0,240,"4,044,480"
94.26,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000021,Bàn chải Lipzo Kids S2,Cái,251,0,251,"3,718,565",0,0,0,0,0,0,0,0,0,0,251,0,251,"3,718,565"
94.27,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000063,Bàn chải Lipzo Hello thường (khay cắm),Cái,240,0,240,"1,549,200",0,0,0,0,0,0,0,0,0,0,240,0,240,"1,549,200"
94.28,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000065,Bàn chải Maxcare,Cái,300,0,300,"4,990,800",0,0,0,0,0,0,0,0,0,0,300,0,300,"4,990,800"
94.29,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000078,Bàn chải Lipzo áo dài,Cái,24,0,24,"621,816",0,0,0,0,0,0,0,0,0,0,24,0,24,"621,816"
94.30,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000102,Bàn chải Lipzo Kids S3,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.31,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000105,Bàn chải cao cấp Procare,Cái,8,0,8,"311,104",0,0,0,0,0,0,0,0,0,0,8,0,8,"311,104"
94.32,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000106,Bàn chải cao cấp Sensitive,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.33,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000107,Bàn chải cao cấp Teen,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.34,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000108,Bàn chải cao cấp Orthor,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.35,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000109,Bàn chải cao cấp Adam,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.36,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000110,Bàn chải Kids Step1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.37,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000153,Bàn chải cao cấp Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.38,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000156,Bàn chải cao cấp Ruby Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.39,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411000157,Bàn chải cao cấp Áo dài Pro,Cái,12,0,12,"394,440",0,0,0,0,0,0,0,0,0,0,12,0,12,"394,440"
94.40,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411100001,Kem đánh răng Shiny Clean 185g,Typ,324,0,324,"10,206,000",0,0,0,0,0,0,0,0,0,0,324,0,324,"10,206,000"
94.41,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411100004,Kem đánh răng Gum protect 185g,Typ,189,0,189,"8,762,796",0,0,0,0,0,0,0,0,0,0,189,0,189,"8,762,796"
94.42,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411100005,Kem đánh răng Gum protect 95g,Typ,2,0,2,"58,182",0,0,0,0,0,0,0,0,0,0,2,0,2,"58,182"
94.43,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411100014,Kem đánh răng trẻ em vị chuối 75g,Typ,244,0,244,"7,985,388",0,0,0,0,0,0,0,0,0,0,244,0,244,"7,985,388"
94.44,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411100016,Kem đánh răng Lipzo Kids Dâu 75g,Hộp,698,0,698,"23,034,000",0,0,0,0,0,0,0,0,0,0,698,0,698,"23,034,000"
94.45,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,411100021,Kem đánh răng dược liệu 110g,Typ,46,0,46,"1,840,000",0,0,0,0,0,0,0,0,0,0,46,0,46,"1,840,000"
94.46,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,419800092,Bộ 2 bàn chải Crystal Love for Girl tặng 01 Crystal love for Girl,Bộ,24,0,24,"777,768",0,0,0,0,0,0,0,0,0,0,24,0,24,"777,768"
94.47,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,419800438,Mua kem đánh răng 12H rạng ngời 185g tặng bàn chải Lipzo Maxcare,Typ,54,0,54,"1,718,172",0,0,0,0,0,0,0,0,0,0,54,0,54,"1,718,172"
94.48,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,419800439,Mua kem đánh răng 3 tác dụng  190 g tặng bàn chải Lipzo Maxcare,Typ,24,0,24,"698,160",0,0,0,0,0,0,0,0,0,0,24,0,24,"698,160"
94.49,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,419800440,Bộ KĐR 12H rạng ngời 185g + Bàn chải Crystal Love for Girl-KM,Bộ,168,0,168,"5,345,424",0,0,0,0,0,0,0,0,0,0,168,0,168,"5,345,424"
94.50,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,419800441,Bộ KĐR 3 tác dụng 190g + Bàn chải Crystal Love for Girl-KM,Bộ,120,0,120,"3,490,920",0,0,0,0,0,0,0,0,0,0,120,0,120,"3,490,920"
94.51,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,419800452,Bộ 2 bàn chải Kid S2 tặng 1 Kid S2,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.52,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421000002,Khăn mặt WJ2,Cái,60,0,60,"1,738,860",0,0,0,0,0,0,0,0,0,0,60,0,60,"1,738,860"
94.53,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421000003,Khăn mặt WS4,Cái,5,0,5,"112,500",0,0,0,0,0,0,0,0,0,0,5,0,5,"112,500"
94.54,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421000004,Khăn mặt WS1,Cái,290,0,290,"5,155,620",0,0,0,0,0,0,0,0,0,0,290,0,290,"5,155,620"
94.55,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421000006,Khăn mặt WP1,Cái,3,0,3,"87,222",0,0,0,0,0,0,0,0,0,0,3,0,3,"87,222"
94.56,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421000007,Khăn mặt WP2,Cái,2,0,2,"63,704",0,0,0,0,0,0,0,0,0,0,2,0,2,"63,704"
94.57,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421000008,Khăn lau đầu HP1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.58,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421000014,Khăn tắm BJ3,Cái,8,0,8,"1,316,296",0,0,0,0,0,0,0,0,0,0,8,0,8,"1,316,296"
94.59,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421000026,Khăn mặt bông nở FP1,Cái,8,0,8,"282,184",0,0,0,0,0,0,0,0,0,0,8,0,8,"282,184"
94.60,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421000029,Khăn mặt Sợi sồi FP4,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.61,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,2,0,2,"50,910",0,0,0,0,0,0,0,0,0,0,2,0,2,"50,910"
94.62,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421200003,Khăn ướt Niva 30 tờ,Gói,220,0,220,"1,420,100",0,0,0,0,0,0,0,0,0,0,220,0,220,"1,420,100"
94.63,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,421200006,Khăn ướt Niva 100 tờ,Gói,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.64,Nghĩa Hưng,NPP Phạm Văn Thái - Nghĩa Hưng,422000016,Khẩu trang y tế 4 lớp hộp 50 cái,Hộp,40,0,40,"1,504,760",0,0,0,0,0,0,0,0,0,0,40,0,40,"1,504,760"
Tổng cộng:,,,,,,"8,030",0,"8,030","143,177,245",0,0,0,0,0,0,0,0,0,0,"8,030",0,"8,030","143,177,245"
95.1,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,"2,134",0,"2,134","13,830,454",0,0,0,0,0,0,0,0,0,0,"2,134",0,"2,134","13,830,454"
95.2,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,"1,105",0,"1,105","12,255,555",0,0,0,0,0,0,0,0,0,0,"1,105",0,"1,105","12,255,555"
95.3,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,352,0,352,"6,518,688",0,0,0,0,0,0,0,0,0,0,352,0,352,"6,518,688"
95.4,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,251,0,251,"3,718,565",0,0,0,0,0,0,0,0,0,0,251,0,251,"3,718,565"
95.5,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401000008,Hũ xoay người lớn 200 que giấy AJ2,Hũ,110,0,110,"2,780,580",0,0,0,0,0,0,0,0,0,0,110,0,110,"2,780,580"
95.6,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401000025,Túi zipper người lớn 100 que giấy AZP2,Túi,2,0,2,"24,260",0,0,0,0,0,0,0,0,0,0,2,0,2,"24,260"
95.7,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401000026,Túi zipper người lớn 200 que giấy AZP3,Túi,37,0,37,"770,821",0,0,0,0,0,0,0,0,0,0,37,0,37,"770,821"
95.8,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401000031,Túi zipper trẻ em 200 que giấy BZP1,Túi,12,0,12,"272,220",0,0,0,0,0,0,0,0,0,0,12,0,12,"272,220"
95.9,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401000034,Hũ xoay trẻ em 200 que giấy BHP1,Hũ,89,0,89,"2,431,035",0,0,0,0,0,0,0,0,0,0,89,0,89,"2,431,035"
95.10,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401000060,Hũ xoay trẻ em 220 que giấy đầu hồ lô WB1,Hũ,5,0,5,"134,260",0,0,0,0,0,0,0,0,0,0,5,0,5,"134,260"
95.11,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401300002,Bông trang điểm CP2,Hộp,10,0,10,"268,180",0,0,0,0,0,0,0,0,0,0,10,0,10,"268,180"
95.12,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,13,0,13,"413,634",0,0,0,0,0,0,0,0,0,0,13,0,13,"413,634"
95.13,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,138,0,138,"3,194,424",0,0,0,0,0,0,0,0,0,0,138,0,138,"3,194,424"
95.14,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401300015,Bông tẩy trang vuông CV2 120 miếng,Túi,52,0,52,"1,468,532",0,0,0,0,0,0,0,0,0,0,52,0,52,"1,468,532"
95.15,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,401300016,Bông tẩy trang vuông CV3 210 miếng,Túi,20,0,20,"916,680",0,0,0,0,0,0,0,0,0,0,20,0,20,"916,680"
95.16,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000001,Bàn chải Lipzo Pro for Man,Cái,232,0,232,"5,370,336",0,0,0,0,0,0,0,0,0,0,232,0,232,"5,370,336"
95.17,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,816,0,816,"13,222,464",0,0,0,0,0,0,0,0,0,0,816,0,816,"13,222,464"
95.18,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000005,Bàn chải Lipzo Ruby sensi,Cái,"2,027",0,"2,027","38,662,998",0,0,0,0,0,0,0,0,0,0,"2,027",0,"2,027","38,662,998"
95.19,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000012,Bàn chải Lipzo Flex khay,Cái,365,0,365,"3,118,925",0,0,0,0,0,0,0,0,0,0,365,0,365,"3,118,925"
95.20,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000013,Bàn chải Lipzo Flex vỉ,Cái,"1,151",0,"1,151","9,835,295",0,0,0,0,0,0,0,0,0,0,"1,151",0,"1,151","9,835,295"
95.21,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,"1,697",0,"1,697","47,207,146",0,0,0,0,0,0,0,0,0,0,"1,697",0,"1,697","47,207,146"
95.22,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000018,Bàn chải Lipzo WOW Charcoal,Cái,12,0,12,"272,220",0,0,0,0,0,0,0,0,0,0,12,0,12,"272,220"
95.23,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000019,Bàn chải Lipzo Crystal Kids,Cái,705,0,705,"11,880,660",0,0,0,0,0,0,0,0,0,0,705,0,705,"11,880,660"
95.24,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000021,Bàn chải Lipzo Kids S2,Cái,"1,647",0,"1,647","24,400,305",0,0,0,0,0,0,0,0,0,0,"1,647",0,"1,647","24,400,305"
95.25,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000063,Bàn chải Lipzo Hello thường (khay cắm),Cái,219,0,219,"1,413,645",0,0,0,0,0,0,0,0,0,0,219,0,219,"1,413,645"
95.26,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000065,Bàn chải Maxcare,Cái,"1,989",82,21,"33,089,004",0,0,0,0,0,0,0,0,0,0,"1,989",82,21,"33,089,004"
95.27,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000078,Bàn chải Lipzo áo dài,Cái,40,0,40,"1,036,360",0,0,0,0,0,0,0,0,0,0,40,0,40,"1,036,360"
95.28,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000102,Bàn chải Lipzo Kids S3,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.29,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000105,Bàn chải cao cấp Procare,Cái,378,0,378,"14,699,664",0,0,0,0,0,0,0,0,0,0,378,0,378,"14,699,664"
95.30,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000106,Bàn chải cao cấp Sensitive,Cái,592,0,592,"21,103,616",0,0,0,0,0,0,0,0,0,0,592,0,592,"21,103,616"
95.31,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000107,Bàn chải cao cấp Teen,Cái,752,0,752,"26,807,296",0,0,0,0,0,0,0,0,0,0,752,0,752,"26,807,296"
95.32,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000108,Bàn chải cao cấp Orthor,Cái,312,0,312,"10,110,984",0,0,0,0,0,0,0,0,0,0,312,0,312,"10,110,984"
95.33,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000109,Bàn chải cao cấp Adam,Cái,512,0,512,"18,251,776",0,0,0,0,0,0,0,0,0,0,512,0,512,"18,251,776"
95.34,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000110,Bàn chải Kids Step1,Cái,63,0,63,"1,633,275",0,0,0,0,0,0,0,0,0,0,63,0,63,"1,633,275"
95.35,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000153,Bàn chải cao cấp Pro,Cái,96,0,96,"2,933,280",0,0,0,0,0,0,0,0,0,0,96,0,96,"2,933,280"
95.36,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000156,Bàn chải cao cấp Ruby Pro,Cái,288,0,288,"8,799,840",0,0,0,0,0,0,0,0,0,0,288,0,288,"8,799,840"
95.37,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000157,Bàn chải cao cấp Áo dài Pro,Cái,36,0,36,"1,183,320",0,0,0,0,0,0,0,0,0,0,36,0,36,"1,183,320"
95.38,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411000167,Bàn chải Lipzo Crystal Love for Girl - KM,Cái,962,0,962,0,0,0,0,0,0,0,0,0,0,0,962,0,962,0
95.39,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411100001,Kem đánh răng Shiny Clean 185g,Typ,24,0,24,"756,000",0,0,0,0,0,0,0,0,0,0,24,0,24,"756,000"
95.40,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411100004,Kem đánh răng Gum protect 185g,Typ,19,0,19,"880,916",0,0,0,0,0,0,0,0,0,0,19,0,19,"880,916"
95.41,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411100014,Kem đánh răng trẻ em vị chuối 75g,Typ,26,0,26,"850,902",0,0,0,0,0,0,0,0,0,0,26,0,26,"850,902"
95.42,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411100016,Kem đánh răng Lipzo Kids Dâu 75g,Hộp,69,0,69,"2,277,000",0,0,0,0,0,0,0,0,0,0,69,0,69,"2,277,000"
95.43,Nghĩa Hưng KM,NPP Phạm Văn Thái - Nghĩa Hưng KM,411100021,Kem đánh răng dược liệu 110g,Typ,30,0,30,"1,200,000",0,0,0,0,0,0,0,0,0,0,30,0,30,"1,200,000"
